ispitanik	re? 1	re?2	modalitet	zadatak	response	malo dummy	mnogo dummy
a18	znanje	memorija	nula	cued	0	0	0
a18	nasilje	agresija	nula	cued	0	0	0
a18	poštenje	moral	nula	cued	1	0	0
a18	ljubomora	zavist	nula	cued	0	0	0
a18	šansa	prilika	nula	cued	0	0	0
a18	optimizam	nada	nula	cued	0	0	0
a18	san	mašta	nula	cued	1	0	0
a18	verovanje	religija	nula	cued	0	0	0
a18	dogovor	politika	nula	cued	1	0	0
a18	snaga	sila	nula	cued	0	0	0
a18	plakat	bilbord	malo	cued	1	1	0
a18	odžak	krov	malo	cued	1	1	0
a18	igla	ubod	malo	cued	1	1	0
a18	sijalica	bandera	malo	cued	0	1	0
a18	sveska	olovka	malo	cued	0	1	0
a18	leptir	cvr?ak 	malo	cued	1	1	0
a18	šiške	trepavice	malo	cued	1	1	0
a18	fotografija	slika	malo	cued	1	1	0
a18	nož	kutla?a	malo	cued	1	1	0
a18	ekran	monitor	malo	cued	1	1	0
a18	cigla	kamen	malo	cued	0	1	0
a18	?arapa	patika	mnogo	cued	0	0	1
a18	narandža	breskva	mnogo	cued	1	0	1
a18	vosak	sve?a	mnogo	cued	1	0	1
a18	deterdžent	sapun	mnogo	cued	1	0	1
a18	autobus	automobil	mnogo	cued	1	0	1
a18	pepeljara	cigareta	mnogo	cued	1	0	1
a18	cimet	bosiljak	mnogo	cued	0	0	1
a18	kiša	žaba	mnogo	cued	0	0	1
a18	tastatura	kompjuter	mnogo	cued	0	0	1
a18	reka	voda	mnogo	cued	0	0	1
a18	cvet	p?ela	mnogo	cued	0	0	1
a19	teorija	nauka	nula	cued	0	0	0
a19	znanje	memorija	nula	cued	0	0	0
a19	nasilje	agresija	nula	cued	0	0	0
a19	poštenje	moral	nula	cued	0	0	0
a19	ljubomora	zavist	nula	cued	1	0	0
a19	šansa	prilika	nula	cued	0	0	0
a19	optimizam	nada	nula	cued	0	0	0
a19	san	mašta	nula	cued	1	0	0
a19	verovanje	religija	nula	cued	1	0	0
a19	dogovor	politika	nula	cued	0	0	0
a19	snaga	sila	nula	cued	0	0	0
a19	plakat	bilbord	malo	cued	0	1	0
a19	odžak	krov	malo	cued	0	1	0
a19	igla	ubod	malo	cued	0	1	0
a19	sijalica	bandera	malo	cued	0	1	0
a19	sveska	olovka	malo	cued	0	1	0
a19	leptir	cvr?ak 	malo	cued	0	1	0
a19	šiške	trepavice	malo	cued	1	1	0
a19	fotografija	slika	malo	cued	0	1	0
a19	nož	kutla?a	malo	cued	0	1	0
a19	ekran	monitor	malo	cued	0	1	0
a19	cigla	kamen	malo	cued	0	1	0
a19	?arapa	patika	mnogo	cued	1	0	1
a19	narandža	breskva	mnogo	cued	0	0	1
a19	vosak	sve?a	mnogo	cued	1	0	1
a19	deterdžent	sapun	mnogo	cued	0	0	1
a19	autobus	automobil	mnogo	cued	1	0	1
a19	pepeljara	cigareta	mnogo	cued	0	0	1
a19	cimet	bosiljak	mnogo	cued	1	0	1
a19	kiša	žaba	mnogo	cued	1	0	1
a19	tastatura	kompjuter	mnogo	cued	0	0	1
a19	reka	voda	mnogo	cued	1	0	1
a19	cvet	p?ela	mnogo	cued	0	0	1
b1	teorija	nauka	nula	free	0	0	0
b1	znanje	memorija	nula	free	0	0	0
b1	nasilje	agresija	nula	free	0	0	0
b1	poštenje	moral	nula	free	0	0	0
b1	ljubomora	zavist	nula	free	0	0	0
b1	šansa	prilika	nula	free	0	0	0
b1	optimizam	nada	nula	free	0	0	0
b1	san	mašta	nula	free	1	0	0
b1	verovanje	religija	nula	free	1	0	0
b1	dogovor	politika	nula	free	0	0	0
b1	snaga	sila	nula	free	0	0	0
b1	plakat	bilbord	malo	free	0	1	0
b1	odžak	krov	malo	free	0	1	0
b1	igla	ubod	malo	free	0	1	0
b1	sijalica	bandera	malo	free	0	1	0
b1	sveska	olovka	malo	free	0	1	0
b1	leptir	cvr?ak 	malo	free	1	1	0
b1	šiške	trepavice	malo	free	1	1	0
b1	fotografija	slika	malo	free	0	1	0
b1	nož	kutla?a	malo	free	0	1	0
b1	ekran	monitor	malo	free	0	1	0
b1	cigla	kamen	malo	free	0	1	0
b1	?arapa	patika	mnogo	free	0	0	1
b1	narandža	breskva	mnogo	free	0	0	1
b1	vosak	sve?a	mnogo	free	0	0	1
b1	deterdžent	sapun	mnogo	free	0	0	1
b1	autobus	automobil	mnogo	free	1	0	1
b1	pepeljara	cigareta	mnogo	free	0	0	1
b1	cimet	bosiljak	mnogo	free	0	0	1
b1	kiša	žaba	mnogo	free	1	0	1
b1	tastatura	kompjuter	mnogo	free	0	0	1
b1	reka	voda	mnogo	free	0	0	1
b1	cvet	p?ela	mnogo	free	0	0	1
b2	teorija	nauka	nula	free	0	0	0
b2	znanje	memorija	nula	free	0	0	0
b2	nasilje	agresija	nula	free	0	0	0
b2	poštenje	moral	nula	free	0	0	0
b2	ljubomora	zavist	nula	free	1	0	0
b2	šansa	prilika	nula	free	0	0	0
b2	optimizam	nada	nula	free	0	0	0
b2	san	mašta	nula	free	1	0	0
b2	verovanje	religija	nula	free	0	0	0
b2	dogovor	politika	nula	free	1	0	0
b2	snaga	sila	nula	free	0	0	0
b2	plakat	bilbord	malo	free	0	1	0
b2	odžak	krov	malo	free	0	1	0
b2	igla	ubod	malo	free	1	1	0
b2	sijalica	bandera	malo	free	0	1	0
b2	sveska	olovka	malo	free	0	1	0
b2	leptir	cvr?ak 	malo	free	0	1	0
b2	šiške	trepavice	malo	free	0	1	0
b2	fotografija	slika	malo	free	0	1	0
b2	nož	kutla?a	malo	free	1	1	0
b2	ekran	monitor	malo	free	0	1	0
b2	cigla	kamen	malo	free	0	1	0
b2	?arapa	patika	mnogo	free	0	0	1
b2	narandža	breskva	mnogo	free	0	0	1
b2	vosak	sve?a	mnogo	free	1	0	1
b2	deterdžent	sapun	mnogo	free	1	0	1
b2	autobus	automobil	mnogo	free	0	0	1
b2	pepeljara	cigareta	mnogo	free	0	0	1
b2	cimet	bosiljak	mnogo	free	1	0	1
b2	kiša	žaba	mnogo	free	1	0	1
b2	tastatura	kompjuter	mnogo	free	1	0	1
b2	reka	voda	mnogo	free	0	0	1
b2	cvet	p?ela	mnogo	free	0	0	1
b3	teorija	nauka	nula	free	0	0	0
b3	znanje	memorija	nula	free	0	0	0
b3	nasilje	agresija	nula	free	0	0	0
b3	poštenje	moral	nula	free	0	0	0
b3	ljubomora	zavist	nula	free	0	0	0
b3	šansa	prilika	nula	free	0	0	0
b3	optimizam	nada	nula	free	0	0	0
b3	san	mašta	nula	free	0	0	0
b3	verovanje	religija	nula	free	0	0	0
b3	dogovor	politika	nula	free	0	0	0
b3	snaga	sila	nula	free	0	0	0
b3	plakat	bilbord	malo	free	1	1	0
b3	odžak	krov	malo	free	0	1	0
b3	igla	ubod	malo	free	0	1	0
b3	sijalica	bandera	malo	free	0	1	0
b3	sveska	olovka	malo	free	0	1	0
b3	leptir	cvr?ak 	malo	free	0	1	0
b3	šiške	trepavice	malo	free	0	1	0
b3	fotografija	slika	malo	free	1	1	0
b3	nož	kutla?a	malo	free	0	1	0
b3	ekran	monitor	malo	free	0	1	0
b3	cigla	kamen	malo	free	0	1	0
b3	?arapa	patika	mnogo	free	0	0	1
b3	narandža	breskva	mnogo	free	1	0	1
b3	vosak	sve?a	mnogo	free	0	0	1
b3	deterdžent	sapun	mnogo	free	1	0	1
b3	autobus	automobil	mnogo	free	0	0	1
b3	pepeljara	cigareta	mnogo	free	0	0	1
b3	cimet	bosiljak	mnogo	free	1	0	1
b3	kiša	žaba	mnogo	free	1	0	1
b3	tastatura	kompjuter	mnogo	free	0	0	1
b3	reka	voda	mnogo	free	0	0	1
b3	cvet	p?ela	mnogo	free	0	0	1
b4	teorija	nauka	nula	free	0	0	0
b4	znanje	memorija	nula	free	0	0	0
b4	nasilje	agresija	nula	free	0	0	0
b4	poštenje	moral	nula	free	0	0	0
b4	ljubomora	zavist	nula	free	0	0	0
b4	šansa	prilika	nula	free	0	0	0
b4	optimizam	nada	nula	free	0	0	0
b4	san	mašta	nula	free	0	0	0
b4	verovanje	religija	nula	free	0	0	0
b4	dogovor	politika	nula	free	0	0	0
b4	snaga	sila	nula	free	0	0	0
b4	plakat	bilbord	malo	free	0	1	0
b4	odžak	krov	malo	free	0	1	0
b4	igla	ubod	malo	free	0	1	0
b4	sijalica	bandera	malo	free	0	1	0
b4	sveska	olovka	malo	free	0	1	0
b4	leptir	cvr?ak 	malo	free	0	1	0
b4	šiške	trepavice	malo	free	0	1	0
b4	fotografija	slika	malo	free	0	1	0
b4	nož	kutla?a	malo	free	0	1	0
b4	ekran	monitor	malo	free	0	1	0
b4	cigla	kamen	malo	free	0	1	0
b4	?arapa	patika	mnogo	free	1	0	1
b4	narandža	breskva	mnogo	free	1	0	1
b4	vosak	sve?a	mnogo	free	0	0	1
b4	deterdžent	sapun	mnogo	free	0	0	1
b4	autobus	automobil	mnogo	free	1	0	1
b4	pepeljara	cigareta	mnogo	free	0	0	1
b4	cimet	bosiljak	mnogo	free	1	0	1
b4	kiša	žaba	mnogo	free	0	0	1
b4	tastatura	kompjuter	mnogo	free	0	0	1
b4	reka	voda	mnogo	free	0	0	1
b4	cvet	p?ela	mnogo	free	0	0	1
b5	teorija	nauka	nula	free	0	0	0
b5	znanje	memorija	nula	free	0	0	0
b5	nasilje	agresija	nula	free	0	0	0
b5	poštenje	moral	nula	free	0	0	0
b5	ljubomora	zavist	nula	free	0	0	0
b5	šansa	prilika	nula	free	0	0	0
b5	optimizam	nada	nula	free	0	0	0
b5	san	mašta	nula	free	0	0	0
b5	verovanje	religija	nula	free	0	0	0
b5	dogovor	politika	nula	free	0	0	0
b5	snaga	sila	nula	free	0	0	0
b5	plakat	bilbord	malo	free	0	1	0
b5	odžak	krov	malo	free	1	1	0
b5	igla	ubod	malo	free	0	1	0
b5	sijalica	bandera	malo	free	0	1	0
b5	sveska	olovka	malo	free	1	1	0
b5	leptir	cvr?ak 	malo	free	0	1	0
b5	šiške	trepavice	malo	free	0	1	0
b5	fotografija	slika	malo	free	0	1	0
b5	nož	kutla?a	malo	free	0	1	0
b5	ekran	monitor	malo	free	1	1	0
b5	cigla	kamen	malo	free	1	1	0
b5	?arapa	patika	mnogo	free	1	0	1
b5	narandža	breskva	mnogo	free	1	0	1
b5	vosak	sve?a	mnogo	free	0	0	1
b5	deterdžent	sapun	mnogo	free	0	0	1
b5	autobus	automobil	mnogo	free	0	0	1
b5	pepeljara	cigareta	mnogo	free	1	0	1
b5	cimet	bosiljak	mnogo	free	0	0	1
b5	kiša	žaba	mnogo	free	0	0	1
b5	tastatura	kompjuter	mnogo	free	0	0	1
b5	reka	voda	mnogo	free	1	0	1
b5	cvet	p?ela	mnogo	free	1	0	1
b6	teorija	nauka	nula	free	0	0	0
b6	znanje	memorija	nula	free	0	0	0
b6	nasilje	agresija	nula	free	0	0	0
b6	poštenje	moral	nula	free	0	0	0
b6	ljubomora	zavist	nula	free	0	0	0
b6	šansa	prilika	nula	free	0	0	0
b6	optimizam	nada	nula	free	0	0	0
b6	san	mašta	nula	free	0	0	0
b6	verovanje	religija	nula	free	1	0	0
b6	dogovor	politika	nula	free	0	0	0
b6	snaga	sila	nula	free	1	0	0
b6	plakat	bilbord	malo	free	0	1	0
b6	odžak	krov	malo	free	0	1	0
b6	igla	ubod	malo	free	1	1	0
b6	sijalica	bandera	malo	free	0	1	0
b6	sveska	olovka	malo	free	0	1	0
b6	leptir	cvr?ak 	malo	free	0	1	0
b6	šiške	trepavice	malo	free	1	1	0
b6	fotografija	slika	malo	free	0	1	0
b6	nož	kutla?a	malo	free	0	1	0
b6	ekran	monitor	malo	free	1	1	0
b6	cigla	kamen	malo	free	0	1	0
b6	?arapa	patika	mnogo	free	1	0	1
b6	narandža	breskva	mnogo	free	1	0	1
b6	vosak	sve?a	mnogo	free	0	0	1
b6	deterdžent	sapun	mnogo	free	0	0	1
b6	autobus	automobil	mnogo	free	0	0	1
b6	pepeljara	cigareta	mnogo	free	1	0	1
b6	cimet	bosiljak	mnogo	free	0	0	1
b6	kiša	žaba	mnogo	free	0	0	1
b6	tastatura	kompjuter	mnogo	free	0	0	1
b6	reka	voda	mnogo	free	0	0	1
b6	cvet	p?ela	mnogo	free	1	0	1
b7	teorija	nauka	nula	free	0	0	0
b7	znanje	memorija	nula	free	0	0	0
b7	nasilje	agresija	nula	free	0	0	0
b7	poštenje	moral	nula	free	0	0	0
b7	ljubomora	zavist	nula	free	0	0	0
b7	šansa	prilika	nula	free	0	0	0
b7	optimizam	nada	nula	free	0	0	0
b7	san	mašta	nula	free	0	0	0
b7	verovanje	religija	nula	free	0	0	0
b7	dogovor	politika	nula	free	0	0	0
b7	snaga	sila	nula	free	1	0	0
b7	plakat	bilbord	malo	free	0	1	0
b7	odžak	krov	malo	free	1	1	0
b7	igla	ubod	malo	free	1	1	0
b7	sijalica	bandera	malo	free	0	1	0
b7	sveska	olovka	malo	free	0	1	0
b7	leptir	cvr?ak 	malo	free	0	1	0
b7	šiške	trepavice	malo	free	1	1	0
b7	fotografija	slika	malo	free	0	1	0
b7	nož	kutla?a	malo	free	0	1	0
b7	ekran	monitor	malo	free	1	1	0
b7	cigla	kamen	malo	free	0	1	0
b7	?arapa	patika	mnogo	free	0	0	1
b7	narandža	breskva	mnogo	free	0	0	1
b7	vosak	sve?a	mnogo	free	0	0	1
b7	deterdžent	sapun	mnogo	free	0	0	1
b7	autobus	automobil	mnogo	free	0	0	1
b7	pepeljara	cigareta	mnogo	free	1	0	1
b7	cimet	bosiljak	mnogo	free	1	0	1
b7	kiša	žaba	mnogo	free	0	0	1
b7	tastatura	kompjuter	mnogo	free	0	0	1
b7	reka	voda	mnogo	free	1	0	1
b7	cvet	p?ela	mnogo	free	0	0	1
b8	teorija	nauka	nula	free	0	0	0
b8	znanje	memorija	nula	free	0	0	0
b8	nasilje	agresija	nula	free	1	0	0
b8	poštenje	moral	nula	free	0	0	0
b8	ljubomora	zavist	nula	free	1	0	0
b8	šansa	prilika	nula	free	1	0	0
b8	optimizam	nada	nula	free	1	0	0
b8	san	mašta	nula	free	0	0	0
b8	verovanje	religija	nula	free	0	0	0
b8	dogovor	politika	nula	free	0	0	0
b8	snaga	sila	nula	free	1	0	0
b8	plakat	bilbord	malo	free	1	1	0
b8	odžak	krov	malo	free	0	1	0
b8	igla	ubod	malo	free	0	1	0
b8	sijalica	bandera	malo	free	0	1	0
b8	sveska	olovka	malo	free	0	1	0
b8	leptir	cvr?ak 	malo	free	1	1	0
b8	šiške	trepavice	malo	free	1	1	0
b8	fotografija	slika	malo	free	1	1	0
b8	nož	kutla?a	malo	free	0	1	0
b8	ekran	monitor	malo	free	0	1	0
b8	cigla	kamen	malo	free	0	1	0
b8	?arapa	patika	mnogo	free	1	0	1
b8	narandža	breskva	mnogo	free	1	0	1
b8	vosak	sve?a	mnogo	free	0	0	1
b8	deterdžent	sapun	mnogo	free	0	0	1
b8	autobus	automobil	mnogo	free	0	0	1
b8	pepeljara	cigareta	mnogo	free	0	0	1
b8	cimet	bosiljak	mnogo	free	0	0	1
b8	kiša	žaba	mnogo	free	1	0	1
b8	tastatura	kompjuter	mnogo	free	1	0	1
b8	reka	voda	mnogo	free	0	0	1
b8	cvet	p?ela	mnogo	free	1	0	1
b9	teorija	nauka	nula	free	0	0	0
b9	znanje	memorija	nula	free	0	0	0
b9	nasilje	agresija	nula	free	0	0	0
b9	poštenje	moral	nula	free	0	0	0
b9	ljubomora	zavist	nula	free	0	0	0
b9	šansa	prilika	nula	free	0	0	0
b9	optimizam	nada	nula	free	1	0	0
b9	san	mašta	nula	free	0	0	0
b9	verovanje	religija	nula	free	0	0	0
b9	dogovor	politika	nula	free	0	0	0
b9	snaga	sila	nula	free	0	0	0
b9	plakat	bilbord	malo	free	0	1	0
b9	odžak	krov	malo	free	1	1	0
b9	igla	ubod	malo	free	1	1	0
b9	sijalica	bandera	malo	free	1	1	0
b9	sveska	olovka	malo	free	0	1	0
b9	leptir	cvr?ak 	malo	free	1	1	0
b9	šiške	trepavice	malo	free	0	1	0
b9	fotografija	slika	malo	free	1	1	0
b9	nož	kutla?a	malo	free	0	1	0
b9	ekran	monitor	malo	free	0	1	0
b9	cigla	kamen	malo	free	0	1	0
b9	?arapa	patika	mnogo	free	0	0	1
b9	narandža	breskva	mnogo	free	1	0	1
b9	vosak	sve?a	mnogo	free	1	0	1
b9	deterdžent	sapun	mnogo	free	0	0	1
b9	autobus	automobil	mnogo	free	1	0	1
b9	pepeljara	cigareta	mnogo	free	0	0	1
b9	cimet	bosiljak	mnogo	free	0	0	1
b9	kiša	žaba	mnogo	free	1	0	1
b9	tastatura	kompjuter	mnogo	free	0	0	1
b9	reka	voda	mnogo	free	0	0	1
b9	cvet	p?ela	mnogo	free	1	0	1
b10	teorija	nauka	nula	free	0	0	0
b10	znanje	memorija	nula	free	0	0	0
b10	nasilje	agresija	nula	free	0	0	0
b10	poštenje	moral	nula	free	0	0	0
b10	ljubomora	zavist	nula	free	0	0	0
b10	šansa	prilika	nula	free	0	0	0
b10	optimizam	nada	nula	free	0	0	0
b10	san	mašta	nula	free	0	0	0
b10	verovanje	religija	nula	free	0	0	0
b10	dogovor	politika	nula	free	0	0	0
b10	snaga	sila	nula	free	0	0	0
b10	plakat	bilbord	malo	free	0	1	0
b10	odžak	krov	malo	free	0	1	0
b10	igla	ubod	malo	free	0	1	0
b10	sijalica	bandera	malo	free	0	1	0
b10	sveska	olovka	malo	free	0	1	0
b10	leptir	cvr?ak 	malo	free	0	1	0
b10	šiške	trepavice	malo	free	0	1	0
b10	fotografija	slika	malo	free	0	1	0
b10	nož	kutla?a	malo	free	1	1	0
b10	ekran	monitor	malo	free	0	1	0
b10	cigla	kamen	malo	free	0	1	0
b10	?arapa	patika	mnogo	free	0	0	1
b10	narandža	breskva	mnogo	free	0	0	1
b10	vosak	sve?a	mnogo	free	0	0	1
b10	deterdžent	sapun	mnogo	free	0	0	1
b10	autobus	automobil	mnogo	free	0	0	1
b10	pepeljara	cigareta	mnogo	free	0	0	1
b10	cimet	bosiljak	mnogo	free	0	0	1
b10	kiša	žaba	mnogo	free	1	0	1
b10	tastatura	kompjuter	mnogo	free	0	0	1
b10	reka	voda	mnogo	free	0	0	1
b10	cvet	p?ela	mnogo	free	0	0	1
b11	teorija	nauka	nula	free	0	0	0
b11	znanje	memorija	nula	free	0	0	0
b11	nasilje	agresija	nula	free	0	0	0
b11	poštenje	moral	nula	free	0	0	0
b11	ljubomora	zavist	nula	free	0	0	0
b11	šansa	prilika	nula	free	0	0	0
b11	optimizam	nada	nula	free	0	0	0
b11	san	mašta	nula	free	0	0	0
b11	verovanje	religija	nula	free	1	0	0
b11	dogovor	politika	nula	free	0	0	0
b11	snaga	sila	nula	free	0	0	0
b11	plakat	bilbord	malo	free	1	1	0
b11	odžak	krov	malo	free	0	1	0
b11	igla	ubod	malo	free	1	1	0
b11	sijalica	bandera	malo	free	0	1	0
b11	sveska	olovka	malo	free	0	1	0
b11	leptir	cvr?ak 	malo	free	0	1	0
b11	šiške	trepavice	malo	free	0	1	0
b11	fotografija	slika	malo	free	0	1	0
b11	nož	kutla?a	malo	free	0	1	0
b11	ekran	monitor	malo	free	0	1	0
b11	cigla	kamen	malo	free	0	1	0
b11	?arapa	patika	mnogo	free	0	0	1
b11	narandža	breskva	mnogo	free	1	0	1
b11	vosak	sve?a	mnogo	free	0	0	1
b11	deterdžent	sapun	mnogo	free	0	0	1
b11	autobus	automobil	mnogo	free	1	0	1
b11	pepeljara	cigareta	mnogo	free	0	0	1
b11	cimet	bosiljak	mnogo	free	1	0	1
b11	kiša	žaba	mnogo	free	0	0	1
b11	tastatura	kompjuter	mnogo	free	0	0	1
b11	reka	voda	mnogo	free	0	0	1
b11	cvet	p?ela	mnogo	free	0	0	1
b12	teorija	nauka	nula	free	0	0	0
b12	znanje	memorija	nula	free	0	0	0
b12	nasilje	agresija	nula	free	0	0	0
b12	poštenje	moral	nula	free	0	0	0
b12	ljubomora	zavist	nula	free	0	0	0
b12	šansa	prilika	nula	free	0	0	0
b12	optimizam	nada	nula	free	1	0	0
b12	san	mašta	nula	free	0	0	0
b12	verovanje	religija	nula	free	0	0	0
b12	dogovor	politika	nula	free	1	0	0
b12	snaga	sila	nula	free	0	0	0
b12	plakat	bilbord	malo	free	0	1	0
b12	odžak	krov	malo	free	1	1	0
b12	igla	ubod	malo	free	0	1	0
b12	sijalica	bandera	malo	free	0	1	0
b12	sveska	olovka	malo	free	0	1	0
b12	leptir	cvr?ak 	malo	free	0	1	0
b12	šiške	trepavice	malo	free	0	1	0
b12	fotografija	slika	malo	free	0	1	0
b12	nož	kutla?a	malo	free	0	1	0
b12	ekran	monitor	malo	free	1	1	0
b12	cigla	kamen	malo	free	0	1	0
b12	?arapa	patika	mnogo	free	0	0	1
b12	narandža	breskva	mnogo	free	0	0	1
b12	vosak	sve?a	mnogo	free	1	0	1
b12	deterdžent	sapun	mnogo	free	0	0	1
b12	autobus	automobil	mnogo	free	0	0	1
b12	pepeljara	cigareta	mnogo	free	1	0	1
b12	cimet	bosiljak	mnogo	free	0	0	1
b12	kiša	žaba	mnogo	free	0	0	1
b12	tastatura	kompjuter	mnogo	free	1	0	1
b12	reka	voda	mnogo	free	0	0	1
b12	cvet	p?ela	mnogo	free	0	0	1
b13	teorija	nauka	nula	free	1	0	0
b13	znanje	memorija	nula	free	0	0	0
b13	nasilje	agresija	nula	free	0	0	0
b13	poštenje	moral	nula	free	1	0	0
b13	ljubomora	zavist	nula	free	1	0	0
b13	šansa	prilika	nula	free	1	0	0
b13	optimizam	nada	nula	free	0	0	0
b13	san	mašta	nula	free	0	0	0
b13	verovanje	religija	nula	free	1	0	0
b13	dogovor	politika	nula	free	0	0	0
b13	snaga	sila	nula	free	0	0	0
b13	plakat	bilbord	malo	free	0	1	0
b13	odžak	krov	malo	free	1	1	0
b13	igla	ubod	malo	free	0	1	0
b13	sijalica	bandera	malo	free	0	1	0
b13	sveska	olovka	malo	free	0	1	0
b13	leptir	cvr?ak 	malo	free	0	1	0
b13	šiške	trepavice	malo	free	1	1	0
b13	fotografija	slika	malo	free	1	1	0
b13	nož	kutla?a	malo	free	1	1	0
b13	ekran	monitor	malo	free	0	1	0
b13	cigla	kamen	malo	free	0	1	0
b13	?arapa	patika	mnogo	free	1	0	1
b13	narandža	breskva	mnogo	free	0	0	1
b13	vosak	sve?a	mnogo	free	1	0	1
b13	deterdžent	sapun	mnogo	free	0	0	1
b13	autobus	automobil	mnogo	free	1	0	1
b13	pepeljara	cigareta	mnogo	free	1	0	1
b13	cimet	bosiljak	mnogo	free	1	0	1
b13	kiša	žaba	mnogo	free	1	0	1
b13	tastatura	kompjuter	mnogo	free	1	0	1
b13	reka	voda	mnogo	free	1	0	1
b13	cvet	p?ela	mnogo	free	1	0	1
b14	teorija	nauka	nula	free	0	0	0
b14	znanje	memorija	nula	free	0	0	0
b14	nasilje	agresija	nula	free	0	0	0
b14	poštenje	moral	nula	free	0	0	0
b14	ljubomora	zavist	nula	free	0	0	0
b14	šansa	prilika	nula	free	0	0	0
b14	optimizam	nada	nula	free	0	0	0
b14	san	mašta	nula	free	0	0	0
b14	verovanje	religija	nula	free	0	0	0
b14	dogovor	politika	nula	free	0	0	0
b14	snaga	sila	nula	free	0	0	0
b14	plakat	bilbord	malo	free	0	1	0
b14	odžak	krov	malo	free	0	1	0
b14	igla	ubod	malo	free	0	1	0
b14	sijalica	bandera	malo	free	0	1	0
b14	sveska	olovka	malo	free	0	1	0
b14	leptir	cvr?ak 	malo	free	0	1	0
b14	šiške	trepavice	malo	free	0	1	0
b14	fotografija	slika	malo	free	0	1	0
b14	nož	kutla?a	malo	free	1	1	0
b14	ekran	monitor	malo	free	0	1	0
b14	cigla	kamen	malo	free	1	1	0
b14	?arapa	patika	mnogo	free	0	0	1
b14	narandža	breskva	mnogo	free	0	0	1
b14	vosak	sve?a	mnogo	free	0	0	1
b14	deterdžent	sapun	mnogo	free	0	0	1
b14	autobus	automobil	mnogo	free	0	0	1
b14	pepeljara	cigareta	mnogo	free	0	0	1
b14	cimet	bosiljak	mnogo	free	0	0	1
b14	kiša	žaba	mnogo	free	1	0	1
b14	tastatura	kompjuter	mnogo	free	0	0	1
b14	reka	voda	mnogo	free	0	0	1
b14	cvet	p?ela	mnogo	free	0	0	1
b15	teorija	nauka	nula	free	0	0	0
b15	znanje	memorija	nula	free	0	0	0
b15	nasilje	agresija	nula	free	0	0	0
b15	poštenje	moral	nula	free	0	0	0
b15	ljubomora	zavist	nula	free	0	0	0
b15	šansa	prilika	nula	free	0	0	0
b15	optimizam	nada	nula	free	0	0	0
b15	san	mašta	nula	free	0	0	0
b15	verovanje	religija	nula	free	0	0	0
b15	dogovor	politika	nula	free	0	0	0
b15	snaga	sila	nula	free	0	0	0
b15	plakat	bilbord	malo	free	0	1	0
b15	odžak	krov	malo	free	0	1	0
b15	igla	ubod	malo	free	0	1	0
b15	sijalica	bandera	malo	free	0	1	0
b15	sveska	olovka	malo	free	0	1	0
b15	leptir	cvr?ak 	malo	free	0	1	0
b15	šiške	trepavice	malo	free	0	1	0
b15	fotografija	slika	malo	free	0	1	0
b15	nož	kutla?a	malo	free	0	1	0
b15	ekran	monitor	malo	free	0	1	0
b15	cigla	kamen	malo	free	0	1	0
b15	?arapa	patika	mnogo	free	0	0	1
b15	narandža	breskva	mnogo	free	1	0	1
b15	vosak	sve?a	mnogo	free	0	0	1
b15	deterdžent	sapun	mnogo	free	0	0	1
b15	autobus	automobil	mnogo	free	0	0	1
b15	pepeljara	cigareta	mnogo	free	0	0	1
b15	cimet	bosiljak	mnogo	free	0	0	1
b15	kiša	žaba	mnogo	free	0	0	1
b15	tastatura	kompjuter	mnogo	free	0	0	1
b15	reka	voda	mnogo	free	0	0	1
b15	cvet	p?ela	mnogo	free	0	0	1
b16	teorija	nauka	nula	free	0	0	0
b16	znanje	memorija	nula	free	0	0	0
b16	nasilje	agresija	nula	free	0	0	0
b16	poštenje	moral	nula	free	0	0	0
b16	ljubomora	zavist	nula	free	0	0	0
b16	šansa	prilika	nula	free	0	0	0
b16	optimizam	nada	nula	free	0	0	0
b16	san	mašta	nula	free	0	0	0
b16	verovanje	religija	nula	free	0	0	0
b16	dogovor	politika	nula	free	0	0	0
b16	snaga	sila	nula	free	0	0	0
b16	plakat	bilbord	malo	free	0	1	0
b16	odžak	krov	malo	free	0	1	0
b16	igla	ubod	malo	free	0	1	0
b16	sijalica	bandera	malo	free	0	1	0
b16	sveska	olovka	malo	free	1	1	0
b16	leptir	cvr?ak 	malo	free	0	1	0
b16	šiške	trepavice	malo	free	0	1	0
b16	fotografija	slika	malo	free	0	1	0
b16	nož	kutla?a	malo	free	0	1	0
b16	ekran	monitor	malo	free	0	1	0
b16	cigla	kamen	malo	free	0	1	0
b16	?arapa	patika	mnogo	free	1	0	1
b16	narandža	breskva	mnogo	free	0	0	1
b16	vosak	sve?a	mnogo	free	1	0	1
b16	deterdžent	sapun	mnogo	free	0	0	1
b16	autobus	automobil	mnogo	free	1	0	1
b16	pepeljara	cigareta	mnogo	free	0	0	1
b16	cimet	bosiljak	mnogo	free	0	0	1
b16	kiša	žaba	mnogo	free	0	0	1
b16	tastatura	kompjuter	mnogo	free	1	0	1
b16	reka	voda	mnogo	free	1	0	1
b16	cvet	p?ela	mnogo	free	0	0	1
b17	teorija	nauka	nula	free	0	0	0
b17	znanje	memorija	nula	free	0	0	0
b17	nasilje	agresija	nula	free	0	0	0
b17	poštenje	moral	nula	free	0	0	0
b17	ljubomora	zavist	nula	free	0	0	0
b17	šansa	prilika	nula	free	0	0	0
b17	optimizam	nada	nula	free	0	0	0
